session_id,search_id,search_time,session_starting_time,booking_id
session_202,search_656,2019-12-16T22:50:36.805Z,2019-12-16T22:45:33Z,
session_73,search_493,2019-12-16T16:10:42.333Z,2019-12-16T16:06:26Z,
session_307,search_1105,2019-11-09T14:05:41.863Z,2019-11-09T13:45:12Z,
session_307,search_1156,2019-11-09T13:45:36.209Z,2019-11-09T13:45:12Z,booking_287
session_228,search_869,2021-05-18T13:13:49Z,2021-05-18T13:12:16Z,booking_72
session_228,search_459,2021-05-18T13:13:05Z,2021-05-18T13:12:16Z,
session_200,search_819,2021-01-28T20:20:44Z,2021-01-28T20:20:30.640Z,booking_242
session_200,search_344,2021-01-28T20:27:02Z,2021-01-28T20:20:30.640Z,
session_246,search_731,2021-09-09T18:22:30Z,2021-09-09T18:22:05.039Z,booking_135
session_224,search_1146,2019-12-17T11:16:11.925Z,2019-12-17T11:16:00Z,booking_39
session_40,search_1050,2019-12-17T09:40:07.446Z,2019-12-17T09:40:02Z,
session_40,search_1050,2019-12-17T09:40:07.446Z,2019-12-17T09:40:02Z,
session_40,search_954,2019-12-17T11:07:13.755Z,2019-12-17T09:40:02Z,booking_168
session_40,search_1108,2019-12-17T10:40:31.131Z,2019-12-17T09:40:02Z,
session_40,search_1108,2019-12-17T10:40:31.131Z,2019-12-17T09:40:02Z,
session_33,search_382,2021-01-29T20:18:40Z,2021-01-29T20:09:52.761Z,
session_33,search_768,2021-01-29T20:19:19Z,2021-01-29T20:09:52.761Z,
session_33,search_320,2021-01-29T20:10:11Z,2021-01-29T20:09:52.761Z,booking_306
session_189,search_531,2021-06-26T22:26:30Z,2021-06-26T22:21:23.021Z,
session_189,search_873,2021-06-26T22:25:17Z,2021-06-26T22:21:23.021Z,
session_272,search_194,2021-06-26T08:50:32Z,2021-06-26T08:49:17.347Z,
session_272,search_533,2021-06-26T08:49:52Z,2021-06-26T08:49:17.347Z,
session_272,search_524,2021-06-26T08:50:47Z,2021-06-26T08:49:17.347Z,booking_182
session_189,search_589,2021-06-26T22:26:30Z,2021-06-26T22:21:23.021Z,
session_272,search_634,2021-06-26T08:50:34Z,2021-06-26T08:49:17.347Z,
session_189,search_615,2021-06-26T22:21:31Z,2021-06-26T22:21:23.021Z,booking_107
session_189,search_921,2021-06-26T22:26:28Z,2021-06-26T22:21:23.021Z,
session_235,search_976,2020-01-01T18:31:24.570Z,2020-01-01T18:31:12Z,
session_235,search_1171,2020-01-01T18:33:06.809Z,2020-01-01T18:31:12Z,booking_295
session_153,search_910,2021-06-27T18:02:19Z,2021-06-27T18:01:54.743Z,booking_166
session_217,search_407,2019-09-23T10:10:35.402Z,2019-09-23T10:10:02.414Z,
session_217,search_308,2019-09-23T10:27:59.490Z,2019-09-23T10:10:02.414Z,booking_60
session_217,search_707,2019-09-23T10:27:41.438Z,2019-09-23T10:10:02.414Z,
session_217,search_908,2019-09-23T10:10:23.759Z,2019-09-23T10:10:02.414Z,
session_217,search_242,2019-09-23T10:13:17.260Z,2019-09-23T10:10:02.414Z,
session_217,search_754,2019-09-23T10:26:55.365Z,2019-09-23T10:10:02.414Z,
session_217,search_303,2019-09-23T10:19:13.409Z,2019-09-23T10:10:02.414Z,
session_217,search_340,2019-09-23T10:18:13.367Z,2019-09-23T10:10:02.414Z,
session_217,search_191,2019-09-23T10:11:36.126Z,2019-09-23T10:10:02.414Z,
session_217,search_242,2019-09-23T10:13:17.260Z,2019-09-23T10:10:02.414Z,
session_217,search_205,2019-09-23T10:16:28.704Z,2019-09-23T10:10:02.414Z,
session_217,search_471,2019-09-23T10:12:30.131Z,2019-09-23T10:10:02.414Z,
session_217,search_888,2019-09-23T10:20:30.812Z,2019-09-23T10:10:02.414Z,
session_61,search_1358,2018-11-23T18:49:49.248Z,2018-11-23T18:37:36.112Z,
session_61,search_1346,2018-11-23T19:05:10.785Z,2018-11-23T18:37:36.112Z,booking_19
session_178,search_1315,2018-11-23T18:10:18.592Z,2018-11-23T18:06:15.166Z,booking_24
session_61,search_1278,2018-11-23T19:04:32.722Z,2018-11-23T18:37:36.112Z,
session_61,search_1346,2018-11-23T19:05:10.785Z,2018-11-23T18:37:36.112Z,
session_178,search_1315,2018-11-23T18:10:18.592Z,2018-11-23T18:06:15.166Z,
session_178,search_19,2018-11-23T18:06:52.772Z,2018-11-23T18:06:15.166Z,
session_129,search_319,2020-02-13T08:53:55.457Z,2020-02-13T08:50:24Z,
session_303,search_1243,2020-02-13T13:09:23.052Z,2020-02-13T13:03:36Z,
session_129,search_319,2020-02-13T08:53:55.457Z,2020-02-13T08:50:24Z,
session_182,search_751,2020-01-06T21:08:23.428Z,2020-01-06T21:07:29Z,
session_182,search_751,2020-01-06T21:08:23.428Z,2020-01-06T21:07:29Z,booking_15
session_129,search_319,2020-02-13T08:53:55.457Z,2020-02-13T08:50:24Z,booking_305
session_303,search_970,2020-02-13T13:10:19.832Z,2020-02-13T13:03:36Z,booking_224
session_268,search_687,2020-01-06T20:49:19.340Z,2020-01-06T20:41:09.796Z,booking_42
session_268,search_298,2020-01-06T20:41:50.963Z,2020-01-06T20:41:09.796Z,
session_129,search_666,2020-02-13T08:53:09.331Z,2020-02-13T08:50:24Z,
session_129,search_694,2020-02-13T08:51:00.690Z,2020-02-13T08:50:24Z,
session_303,search_1049,2020-02-13T13:09:36.363Z,2020-02-13T13:03:36Z,
session_208,search_799,2020-02-13T18:03:52.975Z,2020-02-13T18:03:52.975Z,booking_299
session_159,search_139,2018-10-17T18:46:50.806Z,2018-10-17T18:35:17.737Z,
session_159,search_101,2018-10-17T18:47:24.324Z,2018-10-17T18:35:17.737Z,
session_159,search_133,2018-10-17T18:40:40.947Z,2018-10-17T18:35:17.737Z,
session_159,search_1282,2018-10-17T18:43:07.534Z,2018-10-17T18:35:17.737Z,
session_159,search_50,2018-10-17T18:37:00.575Z,2018-10-17T18:35:17.737Z,booking_160
session_159,search_81,2018-10-17T18:40:24.925Z,2018-10-17T18:35:17.737Z,
session_159,search_101,2018-10-17T18:47:24.324Z,2018-10-17T18:35:17.737Z,
session_234,search_240,2020-02-11T10:48:39.923Z,2020-02-11T10:43:45.559Z,
session_294,search_457,2020-02-11T14:39:56.033Z,2020-02-11T14:39:43Z,booking_86
session_234,search_394,2020-02-11T10:46:32.526Z,2020-02-11T10:43:45.559Z,
session_234,search_775,2020-02-11T10:46:18.425Z,2020-02-11T10:43:45.559Z,
session_234,search_195,2020-02-11T11:07:33.658Z,2020-02-11T10:43:45.559Z,booking_321
session_53,search_416,2020-02-11T05:38:30.061Z,2020-02-11T05:38:16.813Z,booking_280
session_330,search_622,2020-01-05T22:11:19.021Z,2020-01-05T22:03:31.708Z,
session_330,search_710,2020-01-05T22:03:56.241Z,2020-01-05T22:03:31.708Z,
session_14,search_309,2022-03-14T14:53:10Z,2022-03-14T14:36:14.855Z,booking_136
session_14,search_863,2022-03-14T14:36:57Z,2022-03-14T14:36:14.855Z,
session_14,search_313,2022-03-14T14:52:20Z,2022-03-14T14:36:14.855Z,
session_330,search_490,2020-01-05T22:40:53.398Z,2020-01-05T22:03:31.708Z,booking_301
session_14,search_347,2022-03-14T14:52:06Z,2022-03-14T14:36:14.855Z,
session_60,search_766,2019-12-10T19:43:18.584Z,2019-12-10T19:33:18Z,
session_60,search_726,2019-12-10T19:38:32.219Z,2019-12-10T19:33:18Z,
session_60,search_657,2019-12-10T19:55:33.543Z,2019-12-10T19:33:18Z,
session_60,search_487,2019-12-10T20:25:17.048Z,2019-12-10T19:33:18Z,booking_118
session_60,search_917,2019-12-10T20:29:11.304Z,2019-12-10T19:33:18Z,
session_60,search_828,2019-12-10T20:08:51.840Z,2019-12-10T19:33:18Z,
session_60,search_1166,2019-12-10T19:33:16.365Z,2019-12-10T19:33:18Z,
session_101,search_36,2018-10-18T16:07:39.652Z,2018-10-18T16:06:52.540Z,booking_264
session_101,search_109,2018-10-18T16:12:58.513Z,2018-10-18T16:06:52.540Z,
session_180,search_1314,2018-10-14T14:59:34.105Z,2018-10-14T14:37:21.019Z,
session_305,search_587,2021-10-20T22:30:22Z,2021-10-20T22:29:57.013Z,booking_64
session_316,search_973,2020-02-10T05:42:13.450Z,2020-02-10T05:41:14Z,
session_316,search_1085,2020-02-10T05:43:20.193Z,2020-02-10T05:41:14Z,
session_180,search_89,2018-10-14T14:38:13.729Z,2018-10-14T14:37:21.019Z,booking_220
session_94,search_1265,2018-10-14T14:53:32.569Z,2018-10-14T14:53:21.649Z,booking_214
session_180,search_97,2018-10-14T15:00:42.558Z,2018-10-14T14:37:21.019Z,
session_180,search_93,2018-10-14T15:00:41.026Z,2018-10-14T14:37:21.019Z,
session_36,search_584,2020-02-10T15:14:16.610Z,2020-02-10T15:08:50Z,booking_197
session_316,search_1097,2020-02-10T05:50:44.359Z,2020-02-10T05:41:14Z,booking_253
session_36,search_345,2020-02-10T15:09:06.159Z,2020-02-10T15:08:50Z,
session_316,search_1085,2020-02-10T05:43:20.193Z,2020-02-10T05:41:14Z,
session_180,search_100,2018-10-14T15:00:00.606Z,2018-10-14T14:37:21.019Z,
session_316,search_948,2020-02-10T05:41:43.930Z,2020-02-10T05:41:14Z,
session_94,search_1265,2018-10-14T14:53:32.569Z,2018-10-14T14:53:21.649Z,booking_214
session_192,search_111,2018-11-21T13:52:32.562Z,2018-11-21T13:48:26Z,booking_309
session_192,search_49,2018-11-21T13:49:44.240Z,2018-11-21T13:48:26Z,
session_146,search_94,2018-11-21T07:31:59.853Z,2018-11-21T07:30:07Z,
session_146,search_1330,2018-11-21T07:46:29.473Z,2018-11-21T07:30:07Z,
session_146,search_57,2018-11-21T07:33:32.681Z,2018-11-21T07:30:07Z,
session_146,search_43,2018-11-21T07:36:34.692Z,2018-11-21T07:30:07Z,
session_192,search_1274,2018-11-21T13:52:03.726Z,2018-11-21T13:48:26Z,
session_146,search_1355,2018-11-21T07:54:51.547Z,2018-11-21T07:30:07Z,
session_146,search_116,2018-11-21T07:55:46.646Z,2018-11-21T07:30:07Z,
session_146,search_116,2018-11-21T07:55:46.646Z,2018-11-21T07:30:07Z,
session_146,search_17,2018-11-21T07:32:50.566Z,2018-11-21T07:30:07Z,
session_146,search_1348,2018-11-21T07:33:58.360Z,2018-11-21T07:30:07Z,
session_146,search_1333,2018-11-21T07:48:07.323Z,2018-11-21T07:30:07Z,
session_146,search_140,2018-11-21T07:35:07.134Z,2018-11-21T07:30:07Z,
session_146,search_60,2018-11-21T07:35:36.733Z,2018-11-21T07:30:07Z,
session_146,search_26,2018-11-21T07:30:19.470Z,2018-11-21T07:30:07Z,
session_146,search_1304,2018-11-21T08:15:39.448Z,2018-11-21T07:30:07Z,booking_156
session_192,search_1267,2018-11-21T13:48:37.180Z,2018-11-21T13:48:26Z,
session_146,search_58,2018-11-21T07:42:46.952Z,2018-11-21T07:30:07Z,
session_146,search_121,2018-11-21T07:47:34.360Z,2018-11-21T07:30:07Z,
session_295,search_1083,2022-03-15T19:20:50Z,2022-03-15T19:01:07Z,
session_295,search_1230,2022-03-15T19:01:56Z,2022-03-15T19:01:07Z,
session_295,search_1135,2022-03-15T19:21:10Z,2022-03-15T19:01:07Z,
session_295,search_1003,2022-03-15T19:33:30Z,2022-03-15T19:01:07Z,booking_203
session_259,search_257,2020-01-04T03:20:10.614Z,2020-01-04T02:31:33Z,booking_126
session_259,search_792,2020-01-04T02:32:17.181Z,2020-01-04T02:31:33Z,
session_259,search_950,2020-01-04T02:57:12.761Z,2020-01-04T02:31:33Z,
session_295,search_1188,2022-03-15T19:19:31Z,2022-03-15T19:01:07Z,
session_295,search_1200,2022-03-15T19:05:19Z,2022-03-15T19:01:07Z,
session_295,search_1077,2022-03-15T19:18:40Z,2022-03-15T19:01:07Z,
session_295,search_1187,2022-03-15T19:33:01Z,2022-03-15T19:01:07Z,
session_295,search_963,2022-03-15T20:22:59Z,2022-03-15T19:01:07Z,
session_259,search_473,2020-01-04T02:54:10.654Z,2020-01-04T02:31:33Z,
session_259,search_436,2020-01-04T02:31:43.311Z,2020-01-04T02:31:33Z,
session_259,search_1020,2020-01-04T02:57:43.735Z,2020-01-04T02:31:33Z,
session_295,search_1192,2022-03-15T19:19:43Z,2022-03-15T19:01:07Z,
session_295,search_1195,2022-03-15T19:01:29Z,2022-03-15T19:01:07Z,
session_295,search_1102,2022-03-15T19:01:16Z,2022-03-15T19:01:07Z,
session_295,search_1031,2022-03-15T19:08:35Z,2022-03-15T19:01:07Z,
session_295,search_971,2022-03-15T19:13:59Z,2022-03-15T19:01:07Z,
session_295,search_1165,2022-03-15T20:21:05Z,2022-03-15T19:01:07Z,
session_295,search_1234,2022-03-15T20:22:15Z,2022-03-15T19:01:07Z,
session_295,search_1153,2022-03-15T19:04:59Z,2022-03-15T19:01:07Z,
session_295,search_1062,2022-03-15T19:13:10Z,2022-03-15T19:01:07Z,
session_259,search_480,2020-01-04T02:34:49.118Z,2020-01-04T02:31:33Z,
session_259,search_1020,2020-01-04T02:57:43.735Z,2020-01-04T02:31:33Z,
session_259,search_1020,2020-01-04T02:57:43.735Z,2020-01-04T02:31:33Z,
session_259,search_693,2020-01-04T02:55:02.044Z,2020-01-04T02:31:33Z,
session_259,search_668,2020-01-04T02:34:15.983Z,2020-01-04T02:31:33Z,
session_180,search_143,2018-10-14T15:00:48.529Z,2018-10-14T14:37:21.019Z,
session_197,search_1185,2020-01-02T03:23:48.482Z,2020-01-02T03:23:44Z,
session_197,search_1185,2020-01-02T03:23:48.482Z,2020-01-02T03:23:44Z,booking_268
session_247,search_885,2022-07-06T16:07:54Z,2022-07-06T15:42:52.935Z,booking_304
session_247,search_677,2022-07-06T15:43:29Z,2022-07-06T15:42:52.935Z,
session_247,search_513,2022-07-06T16:24:25Z,2022-07-06T15:42:52.935Z,
session_247,search_260,2022-07-06T17:08:05Z,2022-07-06T15:42:52.935Z,
session_247,search_359,2022-07-06T16:19:19Z,2022-07-06T15:42:52.935Z,
session_247,search_285,2022-07-06T16:23:55Z,2022-07-06T15:42:52.935Z,
session_247,search_228,2022-07-06T16:41:35Z,2022-07-06T15:42:52.935Z,
session_284,search_720,2021-10-21T07:40:23Z,2021-10-21T07:40:15.567Z,
session_284,search_625,2021-10-21T08:09:08Z,2021-10-21T07:40:15.567Z,booking_206
session_165,search_477,2021-10-21T05:48:36Z,2021-10-21T05:42:58Z,
session_247,search_885,2022-07-06T16:07:54Z,2022-07-06T15:42:52.935Z,
session_247,search_889,2022-07-06T15:44:12Z,2022-07-06T15:42:52.935Z,
session_284,search_720,2021-10-21T07:40:23Z,2021-10-21T07:40:15.567Z,
session_284,search_720,2021-10-21T07:40:23Z,2021-10-21T07:40:15.567Z,
session_326,search_839,2020-02-17T10:53:46.591Z,2020-02-17T10:53:29Z,
session_326,search_704,2020-02-17T11:56:44.065Z,2020-02-17T10:53:29Z,
session_326,search_314,2020-02-17T11:57:07.088Z,2020-02-17T10:53:29Z,
session_326,search_516,2020-02-17T10:55:46.812Z,2020-02-17T10:53:29Z,
session_326,search_593,2020-02-17T11:54:21.343Z,2020-02-17T10:53:29Z,
session_326,search_811,2020-02-17T11:55:50.006Z,2020-02-17T10:53:29Z,
session_326,search_495,2020-02-17T11:25:37.631Z,2020-02-17T10:53:29Z,
session_326,search_419,2020-02-17T11:58:04.840Z,2020-02-17T10:53:29Z,
session_326,search_655,2020-02-17T11:00:46.028Z,2020-02-17T10:53:29Z,booking_266
session_326,search_371,2020-02-17T11:54:49.938Z,2020-02-17T10:53:29Z,
session_326,search_282,2020-02-17T11:59:13.301Z,2020-02-17T10:53:29Z,
session_67,search_52,2018-10-13T11:16:27.735Z,2018-10-13T11:15:59.727Z,booking_70
session_67,search_138,2018-10-13T11:38:20.845Z,2018-10-13T11:15:59.727Z,
session_67,search_159,2018-10-13T11:35:03.601Z,2018-10-13T11:15:59.727Z,
session_67,search_107,2018-10-13T11:36:02.361Z,2018-10-13T11:15:59.727Z,
session_67,search_108,2018-10-13T11:44:06.850Z,2018-10-13T11:15:59.727Z,
session_67,search_145,2018-10-13T11:36:10.271Z,2018-10-13T11:15:59.727Z,
session_67,search_42,2018-10-13T11:35:43.488Z,2018-10-13T11:15:59.727Z,
session_30,search_290,2022-02-03T15:36:13Z,2022-02-03T15:35:48.511Z,booking_255
session_165,search_437,2021-10-21T05:43:05Z,2021-10-21T05:42:58Z,booking_172
session_251,search_978,2020-03-21T06:38:49.374Z,2020-03-21T06:39:51.268Z,booking_37
session_119,search_1091,2022-03-11T20:41:07Z,2022-03-11T20:40:33Z,booking_41
session_119,search_988,2022-03-11T20:40:43Z,2022-03-11T20:40:33Z,
session_256,search_868,2020-02-15T16:10:41.135Z,2020-02-15T14:29:45Z,
session_9,search_478,2020-02-15T07:23:00.386Z,2020-02-15T07:23:01.092Z,booking_235
session_9,search_856,2020-02-15T07:26:34.928Z,2020-02-15T07:23:01.092Z,
session_256,search_376,2020-02-15T15:56:29.698Z,2020-02-15T14:29:45Z,
session_256,search_830,2020-02-15T15:50:48.292Z,2020-02-15T14:29:45Z,
session_256,search_849,2020-02-15T16:00:32.280Z,2020-02-15T14:29:45Z,
session_256,search_259,2020-02-15T16:00:23.802Z,2020-02-15T14:29:45Z,
session_256,search_701,2020-02-15T14:30:09.449Z,2020-02-15T14:29:45Z,
session_256,search_796,2020-02-15T16:10:13.804Z,2020-02-15T14:29:45Z,
session_256,search_284,2020-02-15T14:31:22.690Z,2020-02-15T14:29:45Z,
session_256,search_441,2020-02-15T15:41:44.523Z,2020-02-15T14:29:45Z,
session_256,search_284,2020-02-15T14:31:22.690Z,2020-02-15T14:29:45Z,booking_205
session_264,search_393,2021-10-10T12:45:55Z,2021-10-10T12:45:16Z,booking_257
session_262,search_525,2021-10-10T17:58:33Z,2021-10-10T17:57:03.630Z,booking_335
session_262,search_341,2021-10-10T17:58:05Z,2021-10-10T17:57:03.630Z,
session_262,search_256,2021-10-10T17:57:01Z,2021-10-10T17:57:03.630Z,
session_262,search_887,2021-10-10T17:57:39Z,2021-10-10T17:57:03.630Z,
session_323,search_424,2020-03-20T09:47:53.694Z,2020-03-20T09:47:36.335Z,
session_323,search_568,2020-03-20T09:50:17.017Z,2020-03-20T09:47:36.335Z,booking_225
session_323,search_568,2020-03-20T09:50:17.017Z,2020-03-20T09:47:36.335Z,booking_225
session_53,search_408,2020-06-04T14:34:59Z,2020-06-04T14:34:14.812Z,
session_226,search_363,2022-07-01T08:23:01Z,2022-07-01T08:22:54Z,
session_226,search_409,2022-07-01T08:25:38Z,2022-07-01T08:22:54Z,
session_118,search_92,2018-10-11T13:38:00.265Z,2018-10-11T12:38:29.186Z,
session_118,search_62,2018-10-11T13:55:49.230Z,2018-10-11T12:38:29.186Z,
session_118,search_181,2018-10-11T12:50:03.563Z,2018-10-11T12:38:29.186Z,
session_118,search_40,2018-10-11T13:46:46.024Z,2018-10-11T12:38:29.186Z,
session_118,search_1287,2018-10-11T13:19:27.336Z,2018-10-11T12:38:29.186Z,
session_226,search_745,2022-07-01T08:30:12Z,2022-07-01T08:22:54Z,
session_118,search_69,2018-10-11T13:33:01.681Z,2018-10-11T12:38:29.186Z,
session_118,search_1270,2018-10-11T12:56:23.733Z,2018-10-11T12:38:29.186Z,
session_118,search_1255,2018-10-11T15:09:47.828Z,2018-10-11T12:38:29.186Z,
session_118,search_20,2018-10-11T13:33:36.803Z,2018-10-11T12:38:29.186Z,
session_118,search_10,2018-10-11T13:53:45.209Z,2018-10-11T12:38:29.186Z,
session_118,search_1276,2018-10-11T14:53:34.161Z,2018-10-11T12:38:29.186Z,
session_118,search_1268,2018-10-11T14:42:54.862Z,2018-10-11T12:38:29.186Z,
session_118,search_55,2018-10-11T13:10:39.747Z,2018-10-11T12:38:29.186Z,
session_118,search_38,2018-10-11T15:09:15.215Z,2018-10-11T12:38:29.186Z,
session_118,search_120,2018-10-11T13:27:33.836Z,2018-10-11T12:38:29.186Z,
session_118,search_126,2018-10-11T12:52:44.282Z,2018-10-11T12:38:29.186Z,
session_118,search_11,2018-10-11T13:42:16.536Z,2018-10-11T12:38:29.186Z,
session_118,search_84,2018-10-11T13:08:26.107Z,2018-10-11T12:38:29.186Z,
session_118,search_30,2018-10-11T14:05:20.610Z,2018-10-11T12:38:29.186Z,
session_118,search_1332,2018-10-11T14:33:35.885Z,2018-10-11T12:38:29.186Z,
session_118,search_102,2018-10-11T13:46:05.313Z,2018-10-11T12:38:29.186Z,
session_118,search_128,2018-10-11T13:04:59.069Z,2018-10-11T12:38:29.186Z,
session_118,search_146,2018-10-11T13:42:58.115Z,2018-10-11T12:38:29.186Z,
session_118,search_1312,2018-10-11T13:29:41.602Z,2018-10-11T12:38:29.186Z,
session_118,search_1254,2018-10-11T13:37:30.884Z,2018-10-11T12:38:29.186Z,
session_118,search_141,2018-10-11T15:14:12.956Z,2018-10-11T12:38:29.186Z,
session_118,search_1354,2018-10-11T15:11:04.249Z,2018-10-11T12:38:29.186Z,
session_118,search_71,2018-10-11T14:05:09.102Z,2018-10-11T12:38:29.186Z,
session_118,search_9,2018-10-11T13:28:25.243Z,2018-10-11T12:38:29.186Z,
session_118,search_173,2018-10-11T15:09:07.343Z,2018-10-11T12:38:29.186Z,
session_118,search_90,2018-10-11T15:14:08.742Z,2018-10-11T12:38:29.186Z,
session_118,search_29,2018-10-11T13:24:50.501Z,2018-10-11T12:38:29.186Z,
session_118,search_1283,2018-10-11T13:33:50.513Z,2018-10-11T12:38:29.186Z,
session_118,search_160,2018-10-11T13:08:53.298Z,2018-10-11T12:38:29.186Z,
session_118,search_162,2018-10-11T12:52:52.497Z,2018-10-11T12:38:29.186Z,
session_118,search_165,2018-10-11T13:34:47.407Z,2018-10-11T12:38:29.186Z,
session_118,search_1266,2018-10-11T13:54:01.321Z,2018-10-11T12:38:29.186Z,
session_118,search_1307,2018-10-11T15:20:46.539Z,2018-10-11T12:38:29.186Z,
session_118,search_114,2018-10-11T13:10:02.717Z,2018-10-11T12:38:29.186Z,
session_118,search_1309,2018-10-11T13:04:42.542Z,2018-10-11T12:38:29.186Z,
session_118,search_76,2018-10-11T13:21:20.668Z,2018-10-11T12:38:29.186Z,
session_118,search_1319,2018-10-11T15:10:43.493Z,2018-10-11T12:38:29.186Z,
session_118,search_1263,2018-10-11T13:03:20.478Z,2018-10-11T12:38:29.186Z,
session_118,search_177,2018-10-11T13:12:28.749Z,2018-10-11T12:38:29.186Z,
session_118,search_1311,2018-10-11T13:17:09.569Z,2018-10-11T12:38:29.186Z,
session_118,search_115,2018-10-11T12:53:25.768Z,2018-10-11T12:38:29.186Z,
session_118,search_1331,2018-10-11T13:03:10.518Z,2018-10-11T12:38:29.186Z,
session_118,search_144,2018-10-11T12:58:06.464Z,2018-10-11T12:38:29.186Z,
session_118,search_1284,2018-10-11T13:44:07.576Z,2018-10-11T12:38:29.186Z,
session_118,search_117,2018-10-11T13:09:46.814Z,2018-10-11T12:38:29.186Z,
session_118,search_148,2018-10-11T13:25:38.285Z,2018-10-11T12:38:29.186Z,
session_118,search_3,2018-10-11T15:27:02.646Z,2018-10-11T12:38:29.186Z,
session_118,search_87,2018-10-11T13:03:54.990Z,2018-10-11T12:38:29.186Z,
session_118,search_6,2018-10-11T14:09:37.163Z,2018-10-11T12:38:29.186Z,
session_118,search_99,2018-10-11T14:59:52.176Z,2018-10-11T12:38:29.186Z,
session_118,search_30,2018-10-11T14:05:20.610Z,2018-10-11T12:38:29.186Z,booking_131
session_58,search_644,2020-02-14T14:40:55.069Z,2020-02-14T14:40:25Z,
session_315,search_187,2020-02-14T12:14:45.487Z,2020-02-14T12:13:48Z,
session_118,search_13,2018-10-11T13:01:13.323Z,2018-10-11T12:38:29.186Z,
session_118,search_74,2018-10-11T12:38:27.210Z,2018-10-11T12:38:29.186Z,
session_118,search_103,2018-10-11T12:38:42.146Z,2018-10-11T12:38:29.186Z,
session_118,search_1290,2018-10-11T13:35:17.698Z,2018-10-11T12:38:29.186Z,
session_118,search_1357,2018-10-11T13:35:04.558Z,2018-10-11T12:38:29.186Z,
session_118,search_22,2018-10-11T14:02:20.371Z,2018-10-11T12:38:29.186Z,
session_118,search_1347,2018-10-11T14:04:41.645Z,2018-10-11T12:38:29.186Z,
session_118,search_132,2018-10-11T12:51:12.664Z,2018-10-11T12:38:29.186Z,
session_118,search_95,2018-10-11T13:51:51.434Z,2018-10-11T12:38:29.186Z,
session_118,search_85,2018-10-11T13:50:24.981Z,2018-10-11T12:38:29.186Z,
session_118,search_135,2018-10-11T15:13:21.212Z,2018-10-11T12:38:29.186Z,
session_118,search_2,2018-10-11T12:50:56.458Z,2018-10-11T12:38:29.186Z,
session_118,search_23,2018-10-11T14:49:50.427Z,2018-10-11T12:38:29.186Z,
session_118,search_110,2018-10-11T13:55:23.762Z,2018-10-11T12:38:29.186Z,
session_37,search_705,2020-02-14T17:00:05.939Z,2020-02-14T16:54:21.672Z,booking_112
session_58,search_738,2020-02-14T14:41:57.711Z,2020-02-14T14:40:25Z,booking_33
session_226,search_409,2022-07-01T08:25:38Z,2022-07-01T08:22:54Z,booking_260
session_315,search_187,2020-02-14T12:14:45.487Z,2020-02-14T12:13:48Z,
session_315,search_187,2020-02-14T12:14:45.487Z,2020-02-14T12:13:48Z,booking_238
session_138,search_903,2021-10-11T04:48:16Z,2021-10-11T04:48:10Z,booking_56
session_37,search_418,2020-02-14T16:56:09.783Z,2020-02-14T16:54:21.672Z,
session_58,search_837,2020-02-14T14:41:30.881Z,2020-02-14T14:40:25Z,
session_320,search_836,2020-01-07T19:26:43.222Z,2020-01-07T19:18:05.322Z,
session_320,search_547,2020-01-07T19:18:28.947Z,2020-01-07T19:18:05.322Z,booking_245
session_320,search_534,2020-01-07T19:27:58.396Z,2020-01-07T19:18:05.322Z,
session_85,search_1024,2020-02-19T21:15:30.739Z,2020-02-19T21:09:36.666Z,
session_85,search_1054,2020-02-19T22:03:12.624Z,2020-02-19T21:09:36.666Z,
session_85,search_1104,2020-02-19T21:25:44.390Z,2020-02-19T21:09:36.666Z,
session_85,search_1143,2020-02-19T21:17:15.030Z,2020-02-19T21:09:36.666Z,
session_85,search_1080,2020-02-19T21:36:11.824Z,2020-02-19T21:09:36.666Z,
session_85,search_1029,2020-02-19T22:02:46.878Z,2020-02-19T21:09:36.666Z,
session_85,search_1150,2020-02-19T21:42:31.148Z,2020-02-19T21:09:36.666Z,
session_85,search_1236,2020-02-19T21:18:29.987Z,2020-02-19T21:09:36.666Z,
session_85,search_1210,2020-02-19T22:03:56.007Z,2020-02-19T21:09:36.666Z,booking_128
session_85,search_1173,2020-02-19T22:03:39.531Z,2020-02-19T21:09:36.666Z,
session_85,search_1040,2020-02-19T21:26:02.520Z,2020-02-19T21:09:36.666Z,
session_85,search_1103,2020-02-19T21:23:35.942Z,2020-02-19T21:09:36.666Z,
session_85,search_1136,2020-02-19T21:26:40.785Z,2020-02-19T21:09:36.666Z,
session_85,search_1086,2020-02-19T21:21:42.780Z,2020-02-19T21:09:36.666Z,
session_85,search_1184,2020-02-19T21:10:20.694Z,2020-02-19T21:09:36.666Z,
session_219,search_686,2021-10-14T09:01:26Z,2021-10-14T09:01:21Z,
session_219,search_443,2021-10-14T09:04:26Z,2021-10-14T09:01:21Z,
session_219,search_649,2021-10-14T09:24:03Z,2021-10-14T09:01:21Z,
session_219,search_649,2021-10-14T09:24:03Z,2021-10-14T09:01:21Z,booking_49
session_219,search_892,2021-10-14T09:07:05Z,2021-10-14T09:01:21Z,
session_219,search_206,2021-10-14T09:01:47Z,2021-10-14T09:01:21Z,
session_244,search_423,2020-06-08T18:54:22Z,2020-06-08T18:53:51Z,booking_17
session_65,search_234,2021-10-16T07:51:29Z,2021-10-16T07:50:51Z,
session_65,search_234,2021-10-16T07:51:29Z,2021-10-16T07:50:51Z,booking_212
